player,nationality,position,value,position2,foot,league,games,games_starts,minutes,goals,assists,xg,npxg,xa,minutes_90s,shots_total,shots_on_target,passes_completed,passes,passes_total_distance,passes_completed_short,passes_short,passes_completed_medium,passes_medium,assisted_shots,passes_into_final_third,passes_into_penalty_area,progressive_passes,passes_live,through_balls,passes_pressure,passes_ground,passes_right_foot,passes_offsides,passes_intercepted,passes_blocked,sca,sca_passes_live,sca_dribbles,sca_shots,sca_fouled,gca,gca_passes_live,gca_dribbles,gca_fouled,tackles_att_3rd,pressure_regains,pressures_att_3rd,touches,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,miscontrols,dispossessed,fouled,W,GF,GDiff,Pts,Pts/G,xG,xGDiff,xGDiff/90,CL,bin
Mathieu Dossevi,TOG,"FW,MF",3500000.0,attack - Right Winger,right,Ligue 1,30.0,30.0,2509.0,1.0,10.0,2.1,2.1,9.3,27.9,33.0,10.0,740.0,1111.0,13784.0,319.0,401.0,281.0,392.0,93.0,56.0,57.0,77.0,980.0,3.0,236.0,708.0,992.0,5.0,38.0,68.0,140.0,91.0,12.0,2.0,6.0,15.0,12.0,0.0,0.0,6.0,89.0,97.0,1480.0,592.0,840.0,78.0,1357.0,62.0,116.0,71.0,7.0,1135.0,9866.0,5515.0,1240.0,1042.0,93.0,67.0,37.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,2
Léo Lacroix,SUI,DF,2500000.0,Defender - Centre-Back,right,Ligue 1,11.0,8.0,776.0,0.0,0.0,0.7,0.7,0.0,8.6,9.0,1.0,294.0,349.0,6852.0,74.0,84.0,142.0,161.0,0.0,17.0,1.0,20.0,345.0,0.0,31.0,259.0,239.0,1.0,5.0,4.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,444.0,174.0,20.0,12.0,441.0,3.0,3.0,3.0,0.0,249.0,1678.0,852.0,264.0,255.0,3.0,0.0,3.0,15.0,47.0,-3.0,55.0,1.45,52.2,0.6,0.02,0.0,1
Brian Fernández,ARG,FW,1500000.0,attack - Centre-Forward,right,Ligue 1,7.0,0.0,128.0,0.0,0.0,0.3,0.3,0.1,1.4,5.0,2.0,17.0,24.0,323.0,9.0,12.0,4.0,5.0,3.0,2.0,0.0,1.0,16.0,0.0,3.0,10.0,18.0,0.0,1.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,43.0,19.0,26.0,6.0,34.0,1.0,3.0,2.0,0.0,28.0,357.0,223.0,52.0,26.0,5.0,2.0,4.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,1
Gauthier Hein,FRA,"FW,MF",60000.0,attack - Right Winger,left,Ligue 1,3.0,1.0,82.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.0,43.0,47.0,667.0,21.0,23.0,20.0,20.0,1.0,0.0,0.0,2.0,45.0,0.0,3.0,39.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,58.0,22.0,31.0,4.0,56.0,0.0,0.0,0.0,0.0,38.0,252.0,130.0,53.0,41.0,2.0,2.0,1.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,0
Ablie Jallow,GAM,"MF,FW",70000.0,attack - Right Winger,left,Ligue 1,2.0,2.0,129.0,0.0,0.0,0.2,0.2,0.1,1.4,3.0,0.0,34.0,44.0,617.0,16.0,19.0,13.0,17.0,1.0,1.0,2.0,3.0,44.0,0.0,16.0,36.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,65.0,27.0,29.0,5.0,65.0,3.0,4.0,3.0,0.0,54.0,226.0,99.0,57.0,47.0,5.0,5.0,3.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,0
Yann Jouffre,FRA,"MF,FW",1000000.0,midfield - Right Midfield,left,Ligue 1,4.0,3.0,274.0,0.0,0.0,0.0,0.0,0.7,3.0,1.0,0.0,153.0,189.0,2989.0,72.0,80.0,51.0,59.0,6.0,15.0,3.0,12.0,163.0,0.0,13.0,123.0,18.0,2.0,8.0,3.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,214.0,101.0,91.0,3.0,191.0,5.0,8.0,6.0,1.0,153.0,903.0,442.0,174.0,152.0,3.0,8.0,4.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,0
Eiji Kawashima,JPN,GK,25000.0,Goalkeeper,right,Ligue 1,29.0,29.0,2570.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,368.0,680.0,14183.0,34.0,34.0,148.0,151.0,1.0,11.0,1.0,1.0,432.0,0.0,48.0,184.0,487.0,1.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,3.0,1.0,0.0,619.0,0.0,0.0,0.0,0.0,352.0,2119.0,1204.0,277.0,276.0,0.0,0.0,5.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,0
Georges Mandjeck,CMR,"MF,DF",1000000.0,midfield - Defensive Midfield,right,Ligue 1,14.0,11.0,967.0,0.0,0.0,0.3,0.3,0.2,10.7,9.0,2.0,342.0,442.0,6962.0,118.0,148.0,165.0,192.0,5.0,48.0,3.0,43.0,438.0,0.0,65.0,273.0,315.0,1.0,13.0,8.0,11.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,38.0,18.0,538.0,369.0,75.0,7.0,535.0,3.0,11.0,6.0,0.0,291.0,1742.0,934.0,312.0,300.0,5.0,6.0,16.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,0
Florent Mollet,FRA,"MF,FW",1250000.0,midfield - Attacking Midfield,right,Ligue 1,22.0,16.0,1413.0,7.0,1.0,3.7,3.0,1.8,15.7,45.0,25.0,558.0,699.0,10994.0,227.0,253.0,224.0,265.0,22.0,47.0,5.0,44.0,635.0,4.0,137.0,499.0,583.0,1.0,13.0,19.0,43.0,25.0,4.0,2.0,3.0,4.0,2.0,1.0,0.0,4.0,63.0,62.0,910.0,461.0,400.0,40.0,841.0,16.0,27.0,17.0,1.0,654.0,4035.0,1738.0,762.0,631.0,36.0,26.0,26.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,1
Opa Nguette,SEN,"FW,MF",2000000.0,attack - Left Winger,right,Ligue 1,17.0,11.0,1021.0,0.0,0.0,2.1,2.1,1.0,11.3,26.0,11.0,192.0,256.0,2984.0,100.0,122.0,72.0,92.0,10.0,22.0,7.0,25.0,249.0,0.0,73.0,197.0,202.0,2.0,9.0,11.0,38.0,20.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,41.0,36.0,481.0,194.0,252.0,49.0,474.0,36.0,68.0,42.0,3.0,386.0,3367.0,2215.0,400.0,321.0,44.0,44.0,20.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,1
Ibrahima Niane,SEN,"MF,FW",1500000.0,attack - Centre-Forward,right,Ligue 1,30.0,6.0,850.0,2.0,0.0,2.4,2.4,1.5,9.4,39.0,13.0,193.0,267.0,2811.0,108.0,133.0,64.0,87.0,11.0,6.0,4.0,15.0,263.0,0.0,56.0,182.0,198.0,2.0,7.0,9.0,28.0,17.0,5.0,2.0,4.0,3.0,2.0,1.0,0.0,2.0,38.0,42.0,431.0,165.0,254.0,45.0,427.0,13.0,25.0,15.0,1.0,306.0,2605.0,1382.0,447.0,309.0,30.0,28.0,28.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,1
Julian Palmieri,FRA,"DF,MF",1500000.0,Defender - Left-Back,left,Ligue 1,15.0,13.0,1129.0,0.0,0.0,0.2,0.2,0.3,12.5,5.0,1.0,402.0,530.0,7026.0,168.0,194.0,195.0,250.0,7.0,42.0,10.0,54.0,428.0,0.0,77.0,305.0,75.0,2.0,12.0,20.0,15.0,10.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,45.0,26.0,641.0,310.0,176.0,7.0,541.0,12.0,19.0,13.0,0.0,345.0,1810.0,1041.0,366.0,335.0,7.0,7.0,9.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,1
Chris Philipps,LUX,"MF,DF",1250000.0,midfield - Defensive Midfield,right,Ligue 1,11.0,10.0,849.0,0.0,0.0,0.1,0.1,0.3,9.4,4.0,1.0,326.0,424.0,6474.0,128.0,155.0,140.0,163.0,7.0,29.0,3.0,31.0,422.0,0.0,98.0,284.0,332.0,0.0,8.0,12.0,16.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,30.0,9.0,510.0,287.0,87.0,3.0,508.0,5.0,5.0,5.0,0.0,318.0,1759.0,765.0,312.0,291.0,5.0,5.0,5.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,1
Gerónimo Poblete,ARG,MF,1500000.0,midfield - Defensive Midfield,right,Ligue 1,25.0,17.0,1658.0,0.0,0.0,0.4,0.4,0.1,18.4,4.0,2.0,747.0,858.0,14822.0,289.0,322.0,338.0,368.0,4.0,73.0,6.0,72.0,851.0,0.0,159.0,686.0,723.0,1.0,22.0,13.0,15.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,104.0,36.0,1032.0,675.0,174.0,2.0,1024.0,19.0,23.0,19.0,0.0,733.0,4234.0,1931.0,733.0,698.0,17.0,12.0,30.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,1
Emmanuel Rivière,FRA,FW,1500000.0,attack - Centre-Forward,right,Ligue 1,28.0,23.0,2009.0,5.0,2.0,11.4,9.9,1.3,22.3,72.0,24.0,423.0,596.0,5503.0,249.0,335.0,119.0,164.0,16.0,13.0,6.0,14.0,569.0,1.0,148.0,363.0,410.0,1.0,20.0,14.0,44.0,38.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0,2.0,80.0,120.0,842.0,376.0,464.0,124.0,814.0,9.0,17.0,13.0,0.0,489.0,2417.0,865.0,1137.0,659.0,74.0,33.0,17.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,1
Timo Letschert,NED,DF,2500000.0,Defender - Centre-Back,right,Serie A,7.0,5.0,416.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,175.0,217.0,3216.0,72.0,80.0,85.0,100.0,1.0,12.0,0.0,17.0,187.0,0.0,29.0,135.0,158.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,267.0,132.0,18.0,1.0,237.0,1.0,1.0,1.0,0.0,137.0,790.0,441.0,132.0,129.0,2.0,3.0,4.0,11.0,29.0,-30.0,43.0,1.13,49.4,-0.2,0.0,0.0,1
Nolan Roux,FRA,"FW,MF",3500000.0,attack - Centre-Forward,right,Ligue 1,35.0,33.0,2834.0,15.0,2.0,9.6,8.8,1.8,31.5,86.0,45.0,527.0,772.0,8792.0,278.0,365.0,171.0,262.0,26.0,31.0,16.0,63.0,755.0,2.0,161.0,501.0,601.0,3.0,36.0,31.0,49.0,37.0,2.0,4.0,4.0,4.0,2.0,0.0,1.0,5.0,98.0,147.0,1109.0,504.0,550.0,113.0,1090.0,17.0,27.0,19.0,1.0,670.0,4314.0,1923.0,1119.0,800.0,42.0,44.0,60.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,2
Vincent Thill,LUX,"MF,FW",3000000.0,midfield - Attacking Midfield,left,Ligue 1,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,14.0,15.0,234.0,6.0,6.0,8.0,9.0,0.0,1.0,0.0,0.0,14.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,16.0,6.0,9.0,0.0,15.0,0.0,0.0,0.0,0.0,12.0,72.0,22.0,13.0,13.0,1.0,0.0,0.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,1
Matthieu Udol,FRA,DF,40000.0,Defender - Left-Back,left,Ligue 1,6.0,3.0,356.0,0.0,0.0,0.1,0.1,0.0,4.0,2.0,0.0,126.0,175.0,2160.0,57.0,61.0,55.0,73.0,0.0,8.0,1.0,9.0,146.0,0.0,24.0,99.0,23.0,1.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,225.0,87.0,61.0,6.0,196.0,3.0,7.0,3.0,0.0,123.0,805.0,503.0,118.0,116.0,4.0,1.0,1.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,0
Gianluca Mancini,ITA,DF,2000000.0,Defender - Centre-Back,right,Serie A,11.0,8.0,684.0,1.0,0.0,0.9,0.9,0.0,7.6,4.0,1.0,278.0,341.0,6113.0,82.0,96.0,131.0,151.0,0.0,21.0,2.0,29.0,326.0,0.0,61.0,220.0,254.0,0.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,9.0,411.0,194.0,43.0,8.0,396.0,2.0,3.0,3.0,0.0,245.0,1525.0,748.0,229.0,222.0,4.0,2.0,7.0,16.0,57.0,18.0,60.0,1.58,67.3,30.2,0.79,0.0,1
Ignazio Abate,ITA,DF,3000000.0,Defender - Right-Back,right,Serie A,17.0,11.0,1057.0,1.0,0.0,0.2,0.2,0.6,11.7,4.0,2.0,625.0,774.0,11501.0,255.0,280.0,294.0,337.0,11.0,58.0,20.0,62.0,659.0,0.0,122.0,466.0,584.0,4.0,9.0,26.0,26.0,22.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,1.0,46.0,30.0,870.0,464.0,226.0,12.0,757.0,1.0,5.0,2.0,0.0,552.0,2524.0,1494.0,605.0,565.0,3.0,6.0,8.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,1
Luca Antonelli,ITA,"DF,MF",2000000.0,Defender - Left-Back,left,Serie A,6.0,1.0,144.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,79.0,95.0,1165.0,47.0,52.0,30.0,34.0,1.0,7.0,1.0,7.0,89.0,0.0,8.0,67.0,19.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,114.0,69.0,27.0,4.0,108.0,1.0,1.0,1.0,0.0,82.0,286.0,167.0,86.0,78.0,3.0,2.0,4.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,1
Lucas Biglia,ARG,MF,15000000.0,midfield - Defensive Midfield,right,Serie A,28.0,24.0,2039.0,1.0,0.0,0.8,0.8,0.7,22.7,21.0,4.0,1469.0,1634.0,29578.0,507.0,559.0,730.0,787.0,27.0,138.0,14.0,155.0,1580.0,0.0,256.0,1255.0,1230.0,4.0,20.0,18.0,55.0,48.0,0.0,2.0,3.0,4.0,3.0,0.0,0.0,7.0,164.0,56.0,1860.0,1193.0,309.0,8.0,1816.0,11.0,16.0,11.0,0.0,1324.0,5209.0,2491.0,1327.0,1290.0,13.0,18.0,41.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,3
Leandro Castán,BRA,DF,2000000.0,Defender - Centre-Back,left,Serie A,14.0,13.0,1141.0,0.0,1.0,0.3,0.3,0.4,12.7,3.0,1.0,412.0,537.0,8508.0,133.0,145.0,201.0,233.0,1.0,33.0,2.0,31.0,507.0,0.0,102.0,326.0,49.0,1.0,5.0,13.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,46.0,12.0,656.0,318.0,23.0,8.0,631.0,5.0,10.0,6.0,1.0,388.0,2127.0,1064.0,392.0,387.0,2.0,2.0,13.0,11.0,33.0,-28.0,39.0,1.03,40.0,-18.7,-0.49,0.0,1
Fabio Borini,ITA,"FW,DF",7000000.0,attack - Left Winger,right,Serie A,29.0,19.0,1610.0,2.0,3.0,2.2,2.2,1.0,17.9,36.0,14.0,643.0,839.0,12222.0,265.0,305.0,290.0,359.0,17.0,48.0,19.0,77.0,752.0,1.0,140.0,531.0,581.0,2.0,12.0,21.0,43.0,33.0,1.0,2.0,4.0,4.0,4.0,0.0,0.0,5.0,68.0,79.0,1080.0,475.0,464.0,60.0,998.0,15.0,29.0,17.0,0.0,718.0,4404.0,2582.0,801.0,708.0,25.0,24.0,43.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,2
Davide Calabria,ITA,DF,13000000.0,Defender - Right-Back,right,Serie A,21.0,18.0,1564.0,1.0,2.0,0.9,0.9,1.7,17.4,8.0,4.0,885.0,1126.0,15630.0,404.0,459.0,385.0,478.0,17.0,64.0,22.0,72.0,952.0,0.0,134.0,634.0,808.0,0.0,14.0,34.0,41.0,36.0,1.0,1.0,2.0,6.0,5.0,0.0,0.0,9.0,96.0,48.0,1324.0,609.0,404.0,15.0,1155.0,12.0,18.0,13.0,2.0,773.0,3607.0,2202.0,810.0,749.0,13.0,7.0,13.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,3
Andrea Conti,ITA,DF,15000000.0,Defender - Right-Back,right,Serie A,2.0,2.0,157.0,0.0,0.0,0.1,0.1,0.2,1.7,1.0,0.0,91.0,104.0,1605.0,40.0,46.0,43.0,49.0,2.0,10.0,1.0,13.0,90.0,0.0,17.0,66.0,78.0,0.0,2.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,6.0,116.0,57.0,40.0,3.0,102.0,1.0,1.0,1.0,0.0,75.0,346.0,214.0,81.0,70.0,0.0,0.0,2.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,3
Patrick Cutrone,ITA,FW,23000000.0,attack - Centre-Forward,right,Serie A,28.0,17.0,1503.0,10.0,1.0,8.1,8.1,0.6,16.7,44.0,21.0,233.0,309.0,3177.0,152.0,177.0,67.0,97.0,11.0,6.0,5.0,14.0,286.0,0.0,68.0,236.0,236.0,1.0,7.0,13.0,26.0,20.0,0.0,5.0,1.0,6.0,3.0,0.0,1.0,7.0,77.0,157.0,500.0,227.0,266.0,99.0,477.0,9.0,13.0,9.0,0.0,342.0,1835.0,804.0,666.0,370.0,50.0,32.0,18.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,4
Gianluigi Donnarumma,ITA,GK,40000000.0,Goalkeeper,right,Serie A,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,851.0,1086.0,24026.0,151.0,155.0,397.0,405.0,1.0,5.0,0.0,0.0,817.0,0.0,119.0,599.0,803.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223.0,3.0,0.0,0.0,956.0,1.0,1.0,1.0,0.0,650.0,2742.0,1493.0,596.0,595.0,0.0,0.0,3.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,4
Manuel Locatelli,ITA,MF,8000000.0,midfield - Defensive Midfield,right,Serie A,21.0,5.0,684.0,0.0,0.0,0.3,0.3,0.5,7.6,13.0,5.0,462.0,544.0,8709.0,168.0,187.0,241.0,265.0,10.0,38.0,7.0,43.0,531.0,0.0,76.0,410.0,424.0,3.0,5.0,8.0,26.0,21.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,32.0,21.0,629.0,378.0,148.0,4.0,617.0,5.0,6.0,5.0,0.0,483.0,1997.0,1083.0,494.0,464.0,9.0,4.0,12.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,3
Jonas Martin,FRA,"MF,FW",3000000.0,midfield - Central Midfield,right,Ligue 1,36.0,36.0,3024.0,4.0,1.0,4.1,1.9,2.2,33.6,28.0,8.0,1434.0,1713.0,25446.0,627.0,713.0,588.0,671.0,36.0,121.0,20.0,134.0,1618.0,5.0,292.0,1365.0,1395.0,6.0,33.0,37.0,75.0,58.0,1.0,4.0,3.0,5.0,2.0,0.0,1.0,2.0,153.0,69.0,2030.0,1210.0,540.0,45.0,1942.0,27.0,37.0,28.0,1.0,1427.0,8310.0,3880.0,1542.0,1391.0,38.0,42.0,40.0,9.0,44.0,-23.0,38.0,1.0,45.3,-10.7,-0.28,0.0,1
Riccardo Montolivo,ITA,MF,1500000.0,midfield - Defensive Midfield,right,Serie A,18.0,12.0,1087.0,1.0,1.0,0.9,0.9,0.6,12.1,13.0,2.0,597.0,722.0,11910.0,215.0,246.0,285.0,329.0,14.0,65.0,13.0,64.0,699.0,1.0,157.0,512.0,585.0,3.0,18.0,7.0,31.0,30.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,62.0,26.0,844.0,526.0,195.0,9.0,824.0,8.0,13.0,13.0,0.0,576.0,2505.0,1301.0,606.0,578.0,8.0,8.0,12.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,1
Luca Ceppitelli,ITA,DF,2000000.0,Defender - Centre-Back,both,Serie A,27.0,26.0,2227.0,3.0,0.0,1.2,1.2,0.8,24.7,10.0,5.0,907.0,1160.0,22054.0,231.0,267.0,414.0,476.0,6.0,93.0,7.0,72.0,1121.0,2.0,166.0,643.0,776.0,7.0,17.0,16.0,12.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,96.0,7.0,1464.0,667.0,35.0,18.0,1427.0,8.0,9.0,8.0,0.0,819.0,4923.0,2859.0,776.0,767.0,8.0,6.0,18.0,11.0,33.0,-28.0,39.0,1.03,40.0,-18.7,-0.49,0.0,1
Ricardo Rodríguez,SUI,DF,15000000.0,Defender - Left-Back,left,Serie A,34.0,34.0,3005.0,1.0,0.0,2.3,0.9,1.7,33.4,29.0,6.0,1737.0,2093.0,32279.0,785.0,848.0,733.0,852.0,22.0,139.0,31.0,130.0,1875.0,3.0,383.0,1443.0,461.0,8.0,19.0,55.0,49.0,41.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,8.0,124.0,59.0,2385.0,1251.0,626.0,30.0,2170.0,24.0,31.0,24.0,0.0,1709.0,9305.0,5152.0,1691.0,1613.0,25.0,18.0,27.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,3
Wesley Lautoa,NCL,"DF,MF",2000000.0,Defender - Centre-Back,left,Ligue 1,10.0,8.0,621.0,0.0,0.0,0.2,0.2,0.0,6.9,2.0,1.0,246.0,299.0,5334.0,77.0,92.0,116.0,128.0,0.0,14.0,1.0,16.0,292.0,0.0,49.0,224.0,78.0,0.0,5.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,371.0,187.0,27.0,4.0,364.0,1.0,2.0,1.0,0.0,223.0,1481.0,700.0,227.0,212.0,1.0,3.0,9.0,13.0,55.0,-18.0,48.0,1.26,42.9,-26.3,-0.69,0.0,1
André Silva,POR,FW,22000000.0,attack - Centre-Forward,right,Serie A,24.0,7.0,940.0,2.0,1.0,4.0,4.0,1.2,10.4,33.0,10.0,222.0,296.0,2943.0,150.0,180.0,65.0,85.0,19.0,10.0,3.0,14.0,285.0,0.0,70.0,210.0,230.0,3.0,6.0,20.0,40.0,35.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,51.0,110.0,445.0,195.0,254.0,73.0,434.0,15.0,29.0,17.0,0.0,325.0,1835.0,1012.0,492.0,340.0,37.0,20.0,19.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,4
Suso,ESP,FW,35000000.0,attack - Right Winger,left,Serie A,35.0,33.0,2830.0,6.0,6.0,3.8,3.8,8.2,31.4,98.0,39.0,1185.0,1634.0,21555.0,588.0,700.0,432.0,584.0,79.0,103.0,85.0,187.0,1498.0,2.0,328.0,1080.0,197.0,6.0,51.0,68.0,165.0,120.0,13.0,7.0,11.0,18.0,12.0,1.0,1.0,7.0,100.0,159.0,2028.0,786.0,1203.0,142.0,1891.0,81.0,120.0,86.0,8.0,1719.0,10432.0,6052.0,1829.0,1579.0,51.0,83.0,76.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,4
Emanuele Torrasi,ITA,MF,5000.0,midfield - Defensive Midfield,right,Serie A,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,56.0,14.0,64.0,1.68,54.7,15.6,0.41,0.0,0
Anaitz Arbilla,ESP,DF,2000000.0,Defender - Centre-Back,right,La Liga,29.0,26.0,2416.0,2.0,1.0,0.8,0.8,0.5,26.8,17.0,4.0,1234.0,1583.0,31812.0,283.0,337.0,557.0,655.0,10.0,145.0,9.0,143.0,1502.0,0.0,233.0,940.0,1071.0,9.0,24.0,29.0,32.0,24.0,1.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,66.0,5.0,1785.0,1106.0,125.0,9.0,1701.0,20.0,25.0,22.0,0.0,1140.0,8708.0,4022.0,974.0,958.0,7.0,5.0,12.0,14.0,44.0,-6.0,51.0,1.34,39.9,-4.5,-0.12,0.0,1
Keita Baldé,SEN,"FW,MF",30000000.0,attack - Left Winger,both,Ligue 1,23.0,19.0,1470.0,8.0,5.0,5.5,5.5,1.8,16.3,33.0,11.0,269.0,392.0,4021.0,152.0,198.0,97.0,135.0,15.0,9.0,11.0,24.0,384.0,4.0,152.0,287.0,283.0,2.0,12.0,29.0,35.0,22.0,7.0,2.0,3.0,7.0,5.0,1.0,0.0,2.0,57.0,95.0,565.0,235.0,323.0,78.0,557.0,18.0,28.0,19.0,1.0,430.0,3487.0,1992.0,652.0,415.0,37.0,29.0,27.0,24.0,85.0,40.0,80.0,2.11,61.5,14.5,0.38,1.0,4
Diego Benaglio,SUI,GK,1000000.0,Goalkeeper,right,Ligue 1,3.0,2.0,225.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,34.0,47.0,1013.0,9.0,9.0,13.0,13.0,0.0,1.0,0.0,0.0,32.0,0.0,5.0,26.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,29.0,213.0,128.0,17.0,17.0,0.0,0.0,0.0,24.0,85.0,40.0,80.0,2.11,61.5,14.5,0.38,1.0,0
Gabriel Boschilia,BRA,"FW,MF",4500000.0,midfield - Attacking Midfield,left,Ligue 1,5.0,1.0,85.0,0.0,0.0,0.4,0.4,0.1,0.9,4.0,1.0,34.0,44.0,488.0,24.0,27.0,7.0,8.0,2.0,1.0,0.0,1.0,42.0,0.0,10.0,33.0,6.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,59.0,30.0,26.0,3.0,56.0,0.0,3.0,0.0,0.0,40.0,390.0,194.0,56.0,41.0,2.0,1.0,2.0,24.0,85.0,40.0,80.0,2.11,61.5,14.5,0.38,1.0,2
